"Bulk Edit Items"
"Item Code","Item Name","Required By","Parent Item","Parent BOM","Description","HSN/SAC","Item Group","Brand","Image","Quantity","Stock UOM","Source Warehouse","Target Warehouse","UOM","UOM Conversion Factor","Stock Qty","Min Order Qty","Projected Qty","Actual Qty","Completed Qty","Received Qty","Rate","Price List Rate","Amount","Expense Account","WIP Composite Asset","Manufacturer","Manufacturer Part Number","BOM No","Project","Cost Center","Lead Time Date","Sales Order","Sales Order Item","Fulfilment Order Item","FO Row Key","Production Plan","Material Request Plan Item","Job Card Item","Page Break"
"item_code","item_name","schedule_date","custom_parent_item","custom_parent_bom","description","gst_hsn_code","item_group","brand","image","qty","stock_uom","from_warehouse","warehouse","uom","conversion_factor","stock_qty","min_order_qty","projected_qty","actual_qty","ordered_qty","received_qty","rate","price_list_rate","amount","expense_account","wip_composite_asset","manufacturer","manufacturer_part_no","bom_no","project","cost_center","lead_time_date","sales_order","sales_order_item","custom_fulfilment_order_item","custom_fo_row_key","production_plan","material_request_plan_item","job_card_item","page_break"
" "," "," dd-mm-yyyy"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," dd-mm-yyyy"," "," "," "," "," "," "," "," "
"The CSV format is case sensitive"
"Do not edit headers which are preset in the template"
"------"
"","","","","","","","","","","","NOS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
